INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
24141	Linh Th¯ Song Ki®t Biªn D¸	2414	55	9	1	0	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1513	1129	548	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	1	24140
24142	Linh Th¯ Song Ki®t Biªn D¸	2414	55	9	1	0	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1618	1208	586	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	1	24140
24143	Linh Th¯ Song Ki®t Biªn D¸	2414	55	9	1	0	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1724	1286	624	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	1	24140
24144	Linh Th¯ Song Ki®t Biªn D¸	2414	55	9	1	0	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1829	1365	663	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	1	24140
24149	Linh Th¯ Song Ki®t Bäo Bäo	2414	55	9	0	1	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1407	1050	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	1	24140
24150	Linh Th¯ Song Ki®t Trß·ng Thành	2415	65	9	0	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1464	1092	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	1	24150
24151	Linh Th¯ Song Ki®t Biªn D¸	2415	65	9	1	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1552	1158	562	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	1	24150
24152	Linh Th¯ Song Ki®t Biªn D¸	2415	65	9	1	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1639	1223	594	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	1	24150
24153	Linh Th¯ Song Ki®t Biªn D¸	2415	65	9	1	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1727	1289	625	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	1	24150
24154	Linh Th¯ Song Ki®t Biªn D¸	2415	65	9	1	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1815	1355	657	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	1	24150
24155	Linh Th¯ Song Ki®t Biªn D¸	2415	65	9	1	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1903	1420	689	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	1	24150
24159	Linh Th¯ Song Ki®t Bäo Bäo	2415	65	9	0	1	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1464	1092	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	1	24150
24160	Linh Th¯ Song Ki®t Trß·ng Thành	2416	75	9	0	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1520	1135	551	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	1	24160
24161	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1596	1191	578	1041	809	1255	1380	1443	1631	1882	100	100	200	100	500	1	24160
24162	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1672	1248	606	1090	848	1255	1380	1443	1631	1882	100	100	200	100	500	1	24160
24163	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1748	1305	633	1140	887	1255	1380	1443	1631	1882	100	100	200	100	500	1	24160
24164	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1824	1362	661	1190	925	1255	1380	1443	1631	1882	100	100	200	100	500	1	24160
24165	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1900	1418	688	1239	964	1255	1380	1443	1631	1882	100	100	200	100	500	1	24160
24166	Linh Th¯ Song Ki®t Biªn D¸	2416	75	9	1	0	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1976	1475	716	1289	1002	1255	1380	1443	1631	1882	100	100	200	100	500	1	24160
24169	Linh Th¯ Song Ki®t Bäo Bäo	2416	75	9	0	1	100	10	694	500000	-1	-1	722	900000	657	450000	734	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1520	1135	551	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	1	24160
24170	Linh Th¯ Song Ki®t Trß·ng Thành	2417	85	9	0	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1575	1176	571	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
24171	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1643	1226	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
24172	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1711	1277	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
24173	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1778	1327	644	1159	902	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
24174	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1846	1377	668	1203	936	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
24175	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1913	1428	693	1248	970	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
24176	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1981	1478	717	1292	1004	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
24177	Linh Th¯ Song Ki®t Biªn D¸	2417	85	9	1	0	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2048	1529	742	1336	1039	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
24179	Linh Th¯ Song Ki®t Bäo Bäo	2417	85	9	0	1	100	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1575	1176	571	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
24180	Linh Th¯ Song Ki®t Trß·ng Thành	2418	95	9	0	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1632	1218	591	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
24181	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
24182	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
24183	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1816	1355	658	1184	921	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
24184	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1877	1401	680	1224	952	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
24185	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1938	1446	702	1264	983	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
24186	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1999	1492	724	1304	1014	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
24187	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2061	1538	746	1344	1045	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
24188	Linh Th¯ Song Ki®t Biªn D¸	2418	95	9	1	0	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	100	200	100	500	1	24180
24189	Linh Th¯ Song Ki®t Bäo Bäo	2418	95	9	0	1	100	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1632	1218	591	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
24190	Man ThÕch Quái Trß·ng Thành	2419	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	100	100	200	100	500	1	24190
24191	Man ThÕch Quái Biªn D¸	2419	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1488	1111	539	970	755	846	930	972	1099	1269	100	100	200	100	500	1	24190
24192	Man ThÕch Quái Biªn D¸	2419	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1682	1255	609	1097	853	846	930	972	1099	1269	100	100	200	100	500	1	24190
24199	Man ThÕch Quái Bäo Bäo	2419	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	100	100	200	100	500	1	24190
24200	Man ThÕch Quái Trß·ng Thành	2420	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	1	24200
24201	Man ThÕch Quái Biªn D¸	2420	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1486	1109	538	969	753	948	1042	1090	1232	1422	100	100	200	100	500	1	24200
24202	Man ThÕch Quái Biªn D¸	2420	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1621	1210	587	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	1	24200
24203	Man ThÕch Quái Biªn D¸	2420	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1756	1310	636	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	1	24200
24209	Man ThÕch Quái Bäo Bäo	2420	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	1	24200
24210	Man ThÕch Quái Trß·ng Thành	2421	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1407	1050	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	1	24210
24211	Man ThÕch Quái Biªn D¸	2421	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1513	1129	548	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	1	24210
24212	Man ThÕch Quái Biªn D¸	2421	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1618	1208	586	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	1	24210
24213	Man ThÕch Quái Biªn D¸	2421	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1724	1286	624	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	1	24210
24214	Man ThÕch Quái Biªn D¸	2421	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1829	1365	663	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	1	24210
24219	Man ThÕch Quái Bäo Bäo	2421	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1407	1050	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	1	24210
24220	Man ThÕch Quái Trß·ng Thành	2422	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1464	1092	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	1	24220
24221	Man ThÕch Quái Biªn D¸	2422	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1552	1158	562	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	1	24220
24222	Man ThÕch Quái Biªn D¸	2422	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1639	1223	594	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	1	24220
24223	Man ThÕch Quái Biªn D¸	2422	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1727	1289	625	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	1	24220
24224	Man ThÕch Quái Biªn D¸	2422	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1815	1355	657	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	1	24220
24225	Man ThÕch Quái Biªn D¸	2422	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1903	1420	689	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	1	24220
24229	Man ThÕch Quái Bäo Bäo	2422	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1464	1092	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	1	24220
24230	Man ThÕch Quái Trß·ng Thành	2423	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1520	1135	551	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	1	24230
24231	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1596	1191	578	1041	809	1255	1380	1443	1631	1882	100	100	200	100	500	1	24230
24232	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1672	1248	606	1090	848	1255	1380	1443	1631	1882	100	100	200	100	500	1	24230
24233	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1748	1305	633	1140	887	1255	1380	1443	1631	1882	100	100	200	100	500	1	24230
24234	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1824	1362	661	1190	925	1255	1380	1443	1631	1882	100	100	200	100	500	1	24230
24235	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1900	1418	688	1239	964	1255	1380	1443	1631	1882	100	100	200	100	500	1	24230
24236	Man ThÕch Quái Biªn D¸	2423	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1976	1475	716	1289	1002	1255	1380	1443	1631	1882	100	100	200	100	500	1	24230
24239	Man ThÕch Quái Bäo Bäo	2423	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1520	1135	551	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	1	24230
24240	Man ThÕch Quái Trß·ng Thành	2424	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1575	1176	571	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
24241	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1643	1226	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
24242	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1711	1277	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
24243	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1778	1327	644	1159	902	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
24244	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1846	1377	668	1203	936	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
24245	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1913	1428	693	1248	970	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
24246	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1981	1478	717	1292	1004	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
24247	Man ThÕch Quái Biªn D¸	2424	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2048	1529	742	1336	1039	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
24249	Man ThÕch Quái Bäo Bäo	2424	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1575	1176	571	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
24250	Man ThÕch Quái Trß·ng Thành	2425	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1632	1218	591	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
24251	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
24252	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
24253	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1816	1355	658	1184	921	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
24254	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1877	1401	680	1224	952	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
24255	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1938	1446	702	1264	983	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
24256	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1999	1492	724	1304	1014	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
24257	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2061	1538	746	1344	1045	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
24258	Man ThÕch Quái Biªn D¸	2425	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	100	200	100	500	1	24250
24259	Man ThÕch Quái Bäo Bäo	2425	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1632	1218	591	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
24260	Tinh Linh Th¯ Trß·ng Thành	2426	5	9	0	0	100	10	737	300000	-1	-1	726	900000	662	250000	734	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	938	938	938	938	846	930	972	1099	1269	100	100	500	100	200	1	24260
24261	Tinh Linh Th¯ Biªn D¸	2426	5	9	1	0	100	10	737	300000	-1	-1	726	900000	662	250000	734	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1078	1078	1078	1078	1078	846	930	972	1099	1269	100	100	500	100	200	1	24260
